TIME,LOGL,VPH
5.00E+01,4.19973685371496E+01,3.56985279404160E+08
5.05E+01,4.19959409594684E+01,3.55427654937205E+08
5.10E+01,4.19945393342549E+01,3.54090125786000E+08
5.15E+01,4.19931631842983E+01,3.53159499455803E+08
5.20E+01,4.19917573410414E+01,3.52081765198481E+08
5.25E+01,4.19900205648159E+01,3.50626637761172E+08
5.30E+01,4.19882514976917E+01,3.49255493889187E+08
5.35E+01,4.19865015098974E+01,3.48316526346509E+08
5.40E+01,4.19847325504967E+01,3.46611009826741E+08
5.45E+01,4.19829178446680E+01,3.45751545315255E+08
5.50E+01,4.19811207760353E+01,3.44352653329918E+08
5.55E+01,4.19793233634451E+01,3.43190610496283E+08
5.60E+01,4.19775474341612E+01,3.42435025745311E+08
5.65E+01,4.19757944251139E+01,3.41037403483800E+08
5.70E+01,4.19740994727589E+01,3.39719670372188E+08
5.75E+01,4.19723318801667E+01,3.37986154832966E+08
5.80E+01,4.19704174980568E+01,3.37168179000069E+08
5.85E+01,4.19685279665261E+01,3.36073568691608E+08
5.90E+01,4.19666956453489E+01,3.34419274248708E+08
5.95E+01,4.19648232132051E+01,3.33642695002324E+08
6.00E+01,4.19628973074065E+01,3.32582001282426E+08
6.05E+01,4.19609620422101E+01,3.31328086681476E+08
6.10E+01,4.19590070717112E+01,3.30635837757306E+08
6.15E+01,4.19569989216758E+01,3.29622481741849E+08
6.20E+01,4.19549895213086E+01,3.28281826122117E+08
6.25E+01,4.19529702495381E+01,3.27188686276744E+08
6.30E+01,4.19509358819728E+01,3.26387410470641E+08
6.35E+01,4.19488930646535E+01,3.25191392761539E+08
6.40E+01,4.19468338274145E+01,3.23835023269066E+08
6.45E+01,4.19447682317873E+01,3.22871214555907E+08
6.50E+01,4.19427018966877E+01,3.22043352169192E+08
6.55E+01,4.19406479255956E+01,3.20877282403179E+08
6.60E+01,4.19386167664086E+01,3.19605149342720E+08
6.65E+01,4.19365950063666E+01,3.19006631752204E+08
6.70E+01,4.19345898489421E+01,3.18006071088851E+08
6.75E+01,4.19326131433249E+01,3.16795796364606E+08
6.80E+01,4.19305947895572E+01,3.15570034740247E+08
6.85E+01,4.19285153012952E+01,3.14632117921875E+08
6.90E+01,4.19263658918044E+01,3.13892857385886E+08
6.95E+01,4.19241841551378E+01,3.12749657516653E+08
7.00E+01,4.19220207157005E+01,3.11588985057211E+08
7.05E+01,4.19198821637571E+01,3.10382941100280E+08
7.10E+01,4.19177403495225E+01,3.09862325039801E+08
7.15E+01,4.19155759695292E+01,3.08938668912130E+08
7.20E+01,4.19133742669047E+01,3.07780066996212E+08
7.25E+01,4.19111460164957E+01,3.06614150969063E+08
7.30E+01,4.19089192495472E+01,3.05842873327261E+08
7.35E+01,4.19067079206319E+01,3.05211938371905E+08
7.40E+01,4.19045480251010E+01,3.04125193280843E+08
7.45E+01,4.19023684120159E+01,3.02965082188872E+08
7.50E+01,4.19001501330419E+01,3.01846422838141E+08
7.55E+01,4.18978874652133E+01,3.01187032465673E+08
7.60E+01,4.18955989284682E+01,3.00475320425707E+08
7.65E+01,4.18932910532771E+01,2.99368953574718E+08
7.70E+01,4.18909663378106E+01,2.98198545469611E+08
7.75E+01,4.18886416431306E+01,2.97050173583166E+08
7.80E+01,4.18862875390186E+01,2.95958504058762E+08
7.85E+01,4.18838956682045E+01,2.95435166896369E+08
7.90E+01,4.18814724200200E+01,2.94718497730038E+08
7.95E+01,4.18790272202297E+01,2.93837904493687E+08
8.00E+01,4.18765306749529E+01,2.92977257224878E+08
